le_id,sub_prof_id,client_id,deal_id,step_id,product,product_type,deal_category,deal_date,value_date,amount,currency,mth_end,src,cty
LE001,SP001,C100253,927441219419,AMD002-0,COLLECTIONS,EXPORT,EBC,2023-11-27,2024-01-21,276285.92,SGD,2024-12-31,DTP,SG
LE001,SP001,C100794,233118034637,AMD005,EXPORT BILLS,EXPORT,BR,2023-06-17,2023-06-27,81476.81,AUD,2024-12-31,DTP,SG
LE001,SP001,C100211,959591468814,MSC003-0,COLLECTIONS,EXPORT,LIBW,2024-04-13,2024-05-21,96488.64,AUD,2024-12-31,DTP,SG
LE001,SP001,C100720,452910493548,AMD002-0,EXPORT LOANS,EXPORT,UTIL,2025-04-28,2025-05-06,29642.51,JPY,2024-12-31,DTP,SG
LE001,SP001,C100283,168370591034,BR,EXPORT BILLS,IMPORT,L/C,2025-01-14,2025-02-28,96546.91,EUR,2024-12-31,DTP,SG
LE001,SP001,C100779,374141241904,CCBC,GUARANTEES,EXPORT,IBC,2024-05-08,2024-06-17,69815.38,JPY,2024-12-31,DTP,SG
LE001,SP001,C100077,595532591925,BR,COLLECTIONS,EXPORT,UTIL,2024-04-19,2024-06-02,145402.68,EUR,2024-12-31,DTP,SG
LE001,SP001,C100595,458578420659,ISS000,LETTER OF CREDIT,IMPORT,ACTR,2023-11-07,2023-12-31,36582.41,SGD,2024-12-31,DTP,SG
LE001,SP001,C100407,687532962937,MSC003-0,GUARANTEES,IMPORT,GOOD,2024-05-09,2024-05-29,184096.58,EUR,2024-12-31,DTP,SG
LE001,SP001,C100591,702746068790,MSC001-0,IMPORT LOANS,EXPORT,IML,2025-08-02,2025-08-04,621124.42,SGD,2024-12-31,DTP,SG
LE001,SP001,C100856,961682879764,BID,COLLECTIONS,IMPORT,CBN,2023-05-21,2023-06-19,86637.48,SGD,2024-12-31,DTP,SG
LE001,SP001,C100705,320880716109,MSC001-0,LETTER OF CREDIT,EXPORT,CBN,2024-04-27,2024-05-02,159860.06,HKD,2024-12-31,DTP,SG
LE001,SP001,C100084,376425965133,ACP003,LETTER OF CREDIT,IMPORT,BCLC,2023-08-21,2023-09-30,225973.45,EUR,2024-12-31,DTP,SG
LE001,SP001,C100773,871917242252,AMD005,GUARANTEES,IMPORT,CBC,2025-11-07,2025-11-20,60994.28,JPY,2024-12-31,DTP,SG
LE001,SP001,C100607,242068665054,AMD005,IMPORT LOANS,EXPORT,PERF,2025-10-24,2025-12-07,129173.4,EUR,2024-12-31,DTP,SG
LE001,SP001,C100880,232358475445,OB,LETTER OF CREDIT,IMPORT,GOOD,2025-06-17,2025-07-01,100218.78,JPY,2024-12-31,DTP,SG
LE001,SP001,C100825,903542558409,PAY001,COLLECTIONS,EXPORT,POLC,2024-03-07,2024-03-15,110991.77,JPY,2024-12-31,DTP,SG
LE001,SP001,C100771,996675185035,MSC001-0,LETTER OF CREDIT,IMPORT,ACLC,2022-11-19,2022-12-25,39041.8,SGD,2024-12-31,DTP,SG
LE001,SP001,C100168,815585872304,BID,EXPORT LOANS,IMPORT,IBC,2023-07-20,2023-08-28,101662.34,HKD,2024-12-31,DTP,SG
LE001,SP001,C100918,195422339321,PAY001,EXPORT BILLS,IMPORT,SHIP,2023-09-15,2023-10-07,179440.32,JPY,2024-12-31,DTP,SG
LE001,SP001,C100143,968934176751,AMD005,EXPORT LOANS,IMPORT,L/C,2024-04-05,2024-05-24,563190,HKD,2024-12-31,DTP,SG
LE001,SP001,C100896,825192643768,AMD002-0,EXPORT BILLS,IMPORT,OB,2024-03-14,2024-04-24,312114.38,SGD,2024-12-31,DTP,SG
LE001,SP001,C100395,642193841387,PAY001,EXPORT BILLS,EXPORT,BR,2025-06-17,2025-07-20,1307750.38,SGD,2024-12-31,DTP,SG
LE001,SP001,C100956,499375619431,PAY021,EXPORT BILLS,EXPORT,SHIP,2023-07-02,2023-07-25,39307.98,AUD,2024-12-31,DTP,SG
LE001,SP001,C100781,291911774790,ACTR,COLLECTIONS,IMPORT,SHIP,2025-06-24,2025-06-24,281189.69,EUR,2024-12-31,DTP,SG
LE001,SP001,C100944,143876281848,ACP001,GUARANTEES,EXPORT,UTIL,2023-07-13,2023-08-09,123008.71,HKD,2024-12-31,DTP,SG
LE001,SP001,C100655,191922081565,UTIL,IMPORT LOANS,IMPORT,EBC,2025-05-22,2025-06-10,1366500.32,SGD,2024-12-31,DTP,SG
LE001,SP001,C100549,270974316189,PAY021,GUARANTEES,IMPORT,CCBC,2023-05-29,2023-07-14,37423.05,USD,2024-12-31,DTP,SG
LE001,SP001,C100088,366536676509,OB,COLLECTIONS,EXPORT,BR,2025-07-20,2025-08-08,36038.16,HKD,2024-12-31,DTP,SG
LE001,SP001,C100758,824740055098,MSC005-0,COLLECTIONS,IMPORT,IBC,2025-10-17,2025-10-27,48085.16,JPY,2024-12-31,DTP,SG
LE001,SP001,C100535,482050295460,GOOD,LETTER OF CREDIT,EXPORT,CBN,2023-10-10,2023-10-18,7718.11,HKD,2024-12-31,DTP,SG
LE001,SP001,C100907,904313219037,PAY001,COLLECTIONS,EXPORT,BID,2024-05-01,2024-06-03,52527.6,SGD,2024-12-31,DTP,SG
LE001,SP001,C100998,882813408006,LIBW,LETTER OF CREDIT,IMPORT,GOOD,2023-04-22,2023-05-24,39697.39,EUR,2024-12-31,DTP,SG
LE001,SP001,C100879,645698955756,LIBW,EXPORT BILLS,EXPORT,CBN,2024-06-05,2024-07-24,118240.1,SGD,2024-12-31,DTP,SG
LE001,SP001,C100690,730906078844,LATR,COLLECTIONS,IMPORT,UTIL,2025-11-04,2025-11-06,148762.62,SGD,2024-12-31,DTP,SG
LE001,SP001,C100483,148294980742,ACP003,GUARANTEES,IMPORT,CBN,2025-08-29,2025-10-03,937906,HKD,2024-12-31,DTP,SG
LE001,SP001,C100429,820440673939,AMD005,EXPORT LOANS,IMPORT,BID,2024-01-24,2024-02-10,308818.38,SGD,2024-12-31,DTP,SG
LE001,SP001,C100122,510476621401,GOOD,LETTER OF CREDIT,IMPORT,CBN,2024-08-09,2024-09-29,49400.49,AUD,2024-12-31,DTP,SG
LE001,SP001,C100976,151459780707,POLC,COLLECTIONS,EXPORT,CCBC,2024-02-12,2024-03-03,33587.27,SGD,2024-12-31,DTP,SG
LE001,SP001,C100008,600591715783,ACP003,EXPORT BILLS,EXPORT,SHIP,2024-02-26,2024-04-13,178136.08,AUD,2024-12-31,DTP,SG
LE001,SP001,C100377,607848031261,LIBW,GUARANTEES,IMPORT,LIBW,2024-06-25,2024-07-04,20246.15,SGD,2024-12-31,DTP,SG
LE001,SP001,C100024,550681215698,AMD005,IMPORT LOANS,EXPORT,PERF,2023-12-24,2023-12-24,888909.33,HKD,2024-12-31,DTP,SG
LE001,SP001,C100314,902033957947,PAY001,EXPORT BILLS,IMPORT,BID,2023-02-06,2023-02-09,406495.5,USD,2024-12-31,DTP,SG
LE001,SP001,C100095,407999202121,ACP001,EXPORT BILLS,EXPORT,POLC,2023-04-16,2023-06-02,56217.83,SGD,2024-12-31,DTP,SG
LE001,SP001,C100517,205573605970,MSC001-0,LETTER OF CREDIT,EXPORT,ACLC,2025-07-05,2025-08-01,12635.16,HKD,2024-12-31,DTP,SG
LE001,SP001,C100242,245875206728,AMD002-0,EXPORT LOANS,EXPORT,OB,2024-01-11,2024-01-31,501143.04,JPY,2024-12-31,DTP,SG
LE001,SP001,C100076,354571112052,MSC003-0,EXPORT BILLS,IMPORT,IBC,2025-04-07,2025-04-17,86038.68,JPY,2024-12-31,DTP,SG
LE001,SP001,C100416,445599075156,PAY001,IMPORT LOANS,EXPORT,LATR,2023-04-29,2023-05-18,435992.17,JPY,2024-12-31,DTP,SG
LE001,SP001,C100161,199299272632,CCBC,EXPORT LOANS,IMPORT,LATR,2024-01-08,2024-01-17,14569.52,SGD,2024-12-31,DTP,SG
LE001,SP001,C100991,373637337436,ACP003,GUARANTEES,IMPORT,CCBC,2024-05-26,2024-07-17,48086.17,USD,2024-12-31,DTP,SG
LE001,SP001,C100766,711827545254,UTIL,EXPORT BILLS,IMPORT,ACTR,2025-04-15,2025-06-05,99338.89,USD,2024-12-31,DTP,SG
LE001,SP001,C100063,113406539667,EBC,EXPORT BILLS,IMPORT,LATR,2023-08-12,2023-09-04,104440.91,HKD,2024-12-31,DTP,SG
LE001,SP001,C100596,192963214300,LIBW,EXPORT LOANS,IMPORT,PERF,2025-06-30,2025-07-12,57521.92,HKD,2024-12-31,DTP,SG
LE001,SP001,C100131,990962753299,AAC001,EXPORT LOANS,IMPORT,BCLC,2023-04-10,2023-04-13,208442.8,USD,2024-12-31,DTP,SG
LE001,SP001,C100443,731034340758,LATR,GUARANTEES,EXPORT,PERF,2023-09-18,2023-10-31,27415.27,JPY,2024-12-31,DTP,SG
LE001,SP001,C100219,487289257954,MSC005-0,EXPORT LOANS,EXPORT,ACTR,2025-01-09,2025-01-11,83211.81,AUD,2024-12-31,DTP,SG
LE001,SP001,C100251,776969208494,BR,EXPORT LOANS,EXPORT,BID,2023-03-04,2023-03-07,114045.73,SGD,2024-12-31,DTP,SG
LE001,SP001,C100140,522108423720,OB,EXPORT BILLS,IMPORT,LIBW,2025-10-01,2025-10-25,183015.59,HKD,2024-12-31,DTP,SG
LE001,SP001,C100557,625528384880,ACTR,EXPORT LOANS,EXPORT,OB,2024-05-05,2024-05-16,231871.32,SGD,2024-12-31,DTP,SG
LE001,SP001,C100224,754204597727,ISS000,EXPORT LOANS,IMPORT,GOOD,2022-11-21,2022-12-13,25602.1,AUD,2024-12-31,DTP,SG
LE001,SP001,C100997,357696344468,MSC005-0,COLLECTIONS,IMPORT,L/C,2024-05-13,2024-06-16,15663.1,HKD,2024-12-31,DTP,SG
LE001,SP001,C100970,937758748549,AMD005,IMPORT LOANS,EXPORT,POLC,2024-11-19,2024-11-30,457353.63,USD,2024-12-31,DTP,SG
LE001,SP001,C100825,450437202910,LATR,LETTER OF CREDIT,EXPORT,SHIP,2025-09-13,2025-10-28,147086.6,HKD,2024-12-31,DTP,SG
LE001,SP001,C100145,720913334680,LIBW,EXPORT BILLS,EXPORT,LIBW,2024-02-16,2024-02-27,40207.79,JPY,2024-12-31,DTP,SG
LE001,SP001,C100057,198947300855,AMD005,IMPORT LOANS,IMPORT,PERF,2022-11-27,2022-12-27,635001.33,SGD,2024-12-31,DTP,SG
LE001,SP001,C100825,321681020854,MSC001-0,EXPORT LOANS,IMPORT,IML,2025-07-11,2025-07-12,113415.07,USD,2024-12-31,DTP,SG
LE001,SP001,C100939,875613580509,MSC001-0,COLLECTIONS,EXPORT,ACLC,2023-10-06,2023-11-20,406425.79,HKD,2024-12-31,DTP,SG
LE001,SP001,C100103,745944164400,PAY021,EXPORT LOANS,EXPORT,IBC,2024-12-22,2025-02-06,107046.88,JPY,2024-12-31,DTP,SG
LE001,SP001,C100983,803480606983,ACTR,LETTER OF CREDIT,EXPORT,CBN,2023-11-10,2023-11-24,1170448.43,HKD,2024-12-31,DTP,SG
LE001,SP001,C100179,995882719207,POLC,EXPORT LOANS,EXPORT,IBC,2024-11-11,2024-12-27,811312.85,SGD,2024-12-31,DTP,SG
LE001,SP001,C100971,872874159856,LIBW,GUARANTEES,IMPORT,CBN,2024-01-28,2024-03-26,73221.4,AUD,2024-12-31,DTP,SG
LE001,SP001,C100579,801028407121,PAY001,GUARANTEES,IMPORT,IML,2025-06-03,2025-06-18,316755.4,EUR,2024-12-31,DTP,SG
LE001,SP001,C100171,452111639457,BR,COLLECTIONS,EXPORT,ACTR,2025-10-17,2025-11-02,214154.1,USD,2024-12-31,DTP,SG
LE001,SP001,C100069,861280981235,ACP003,EXPORT LOANS,IMPORT,PERF,2025-08-03,2025-08-27,510097.86,JPY,2024-12-31,DTP,SG
LE001,SP001,C100992,562707927107,MSC005-0,GUARANTEES,EXPORT,OB,2023-11-21,2023-12-25,31010.83,JPY,2024-12-31,DTP,SG
LE001,SP001,C100884,965347817151,LIBW,LETTER OF CREDIT,IMPORT,CBN,2023-04-30,2023-05-04,224866.41,SGD,2024-12-31,DTP,SG
LE001,SP001,C100326,122741459331,AMD002,COLLECTIONS,IMPORT,IML,2024-11-26,2025-01-21,351550.76,JPY,2024-12-31,DTP,SG
LE001,SP001,C100076,903849963889,UTIL,COLLECTIONS,EXPORT,BR,2023-02-25,2023-04-11,11962.27,SGD,2024-12-31,DTP,SG
LE001,SP001,C100621,283195968159,OB,EXPORT BILLS,IMPORT,CBC,2024-01-01,2024-01-14,23863.13,USD,2024-12-31,DTP,SG
LE001,SP001,C100567,866262022322,LATR,LETTER OF CREDIT,EXPORT,CCBC,2024-03-10,2024-03-25,8543.46,SGD,2024-12-31,DTP,SG
LE001,SP001,C100585,529709912209,UTIL,GUARANTEES,IMPORT,BCLC,2023-11-02,2023-11-02,71447.04,JPY,2024-12-31,DTP,SG
LE001,SP001,C100843,422498908131,CCBC,LETTER OF CREDIT,EXPORT,LATR,2025-04-25,2025-04-26,233526.47,USD,2024-12-31,DTP,SG
LE001,SP001,C100298,800813387933,AAC001,GUARANTEES,IMPORT,CCBC,2023-08-18,2023-09-17,598887.15,JPY,2024-12-31,DTP,SG
LE001,SP001,C100271,829692942548,AAC001,LETTER OF CREDIT,EXPORT,CBN,2023-10-12,2023-12-07,107894.99,JPY,2024-12-31,DTP,SG
LE001,SP001,C100456,303450030993,ACP001,EXPORT LOANS,EXPORT,ACTR,2024-05-19,2024-06-02,696859.2,EUR,2024-12-31,DTP,SG
LE001,SP001,C100154,166847930090,EBC,LETTER OF CREDIT,IMPORT,ACLC,2023-12-06,2024-01-26,18842.65,AUD,2024-12-31,DTP,SG
LE001,SP001,C100232,747494051971,UTIL,COLLECTIONS,EXPORT,UTIL,2023-07-06,2023-08-09,12783.89,HKD,2024-12-31,DTP,SG
LE001,SP001,C100902,729104580447,AMD005,GUARANTEES,EXPORT,ACLC,2023-08-24,2023-10-20,92350.16,HKD,2024-12-31,DTP,SG
LE001,SP001,C100584,649904971633,GOOD,IMPORT LOANS,IMPORT,CBC,2023-05-05,2023-05-16,156510.52,USD,2024-12-31,DTP,SG
LE001,SP001,C100827,336103650362,MSC003-0,EXPORT BILLS,IMPORT,BID,2025-06-02,2025-07-15,94917.78,JPY,2024-12-31,DTP,SG
LE001,SP001,C100151,790727652974,SHIP,EXPORT LOANS,EXPORT,ACLC,2025-05-15,2025-06-08,8259.09,AUD,2024-12-31,DTP,SG
LE001,SP001,C100333,707297015444,AMD002,IMPORT LOANS,EXPORT,PERF,2022-12-05,2023-01-24,88703.62,JPY,2024-12-31,DTP,SG
LE001,SP001,C100153,555749798121,MSC001-0,IMPORT LOANS,IMPORT,CBC,2025-04-17,2025-06-06,20632.79,EUR,2024-12-31,DTP,SG
LE001,SP001,C100901,692136297457,ACP003,GUARANTEES,EXPORT,OB,2023-02-19,2023-03-27,220489.88,AUD,2024-12-31,DTP,SG
LE001,SP001,C100176,140686425436,AMD002,GUARANTEES,IMPORT,BR,2023-08-10,2023-08-12,153264.11,JPY,2024-12-31,DTP,SG
LE001,SP001,C100243,857338000293,ACP001,LETTER OF CREDIT,EXPORT,EBC,2023-10-09,2023-10-10,31956.93,EUR,2024-12-31,DTP,SG
LE001,SP001,C100310,975389006896,AMD002-0,EXPORT LOANS,EXPORT,CBC,2024-07-31,2024-08-08,53282.31,EUR,2024-12-31,DTP,SG
LE001,SP001,C100453,920228026789,EBC,EXPORT LOANS,EXPORT,BID,2025-05-11,2025-05-23,27693.24,JPY,2024-12-31,DTP,SG
LE001,SP001,C100758,550215520571,ACTR,IMPORT LOANS,EXPORT,BCLC,2022-12-20,2023-02-08,91563.23,USD,2024-12-31,DTP,SG
LE001,SP001,C100726,439584239108,GOOD,GUARANTEES,IMPORT,UTIL,2025-09-11,2025-09-22,310571.92,USD,2024-12-31,DTP,SG
LE001,SP001,C100033,370830447947,BID,COLLECTIONS,EXPORT,LATR,2024-04-27,2024-05-20,30246.29,JPY,2024-12-31,DTP,SG
LE001,SP001,C100650,535961198167,PAY001,LETTER OF CREDIT,IMPORT,L/C,2023-10-09,2023-11-09,180747.41,AUD,2024-12-31,DTP,SG
LE001,SP001,C100983,295189527983,ACTR,IMPORT LOANS,EXPORT,POLC,2024-12-10,2025-02-01,52244.55,EUR,2024-12-31,DTP,SG
LE001,SP001,C100291,201742838358,ISS000,GUARANTEES,IMPORT,CBN,2024-08-28,2024-10-21,38122.22,USD,2024-12-31,DTP,SG
LE001,SP001,C100693,347593611344,MSC003-0,EXPORT LOANS,EXPORT,UTIL,2025-09-29,2025-11-23,86817.51,HKD,2024-12-31,DTP,SG
LE001,SP001,C100933,619729259360,MSC001-0,LETTER OF CREDIT,IMPORT,BR,2025-10-23,2025-11-06,28501.42,EUR,2024-12-31,DTP,SG
LE001,SP001,C100965,987376080060,AMD002-0,LETTER OF CREDIT,EXPORT,BID,2023-09-30,2023-11-23,50798.44,EUR,2024-12-31,DTP,SG
LE001,SP001,C100223,376849288425,BID,EXPORT LOANS,EXPORT,SHIP,2025-04-14,2025-04-14,23448.14,AUD,2024-12-31,DTP,SG
LE001,SP001,C100989,830141989523,ACP003,IMPORT LOANS,EXPORT,CCBC,2025-04-02,2025-05-02,1043060.94,SGD,2024-12-31,DTP,SG
LE001,SP001,C100332,801267155766,AMD002,EXPORT LOANS,EXPORT,LATR,2025-01-06,2025-02-08,102982.7,USD,2024-12-31,DTP,SG
LE001,SP001,C100824,163993668577,SHIP,GUARANTEES,EXPORT,IBC,2025-09-18,2025-10-29,42630.68,JPY,2024-12-31,DTP,SG
LE001,SP001,C100265,426406644382,OB,GUARANTEES,EXPORT,BCLC,2024-10-17,2024-11-07,127615.34,HKD,2024-12-31,DTP,SG
LE001,SP001,C100702,343582066347,UTIL,LETTER OF CREDIT,EXPORT,POLC,2023-01-06,2023-01-25,86267.34,USD,2024-12-31,DTP,SG
LE001,SP001,C100897,825165021438,UTIL,EXPORT BILLS,EXPORT,CBC,2023-03-21,2023-03-29,75722.94,HKD,2024-12-31,DTP,SG
LE001,SP001,C100827,895679850993,UTIL,EXPORT BILLS,EXPORT,ACLC,2024-08-11,2024-09-02,206282.12,USD,2024-12-31,DTP,SG
LE001,SP001,C100807,560880421865,PAY021,EXPORT LOANS,EXPORT,SHIP,2024-03-17,2024-04-15,244998.96,SGD,2024-12-31,DTP,SG
LE001,SP001,C100887,157855514041,BR,IMPORT LOANS,IMPORT,GOOD,2024-10-07,2024-11-08,52229.28,SGD,2024-12-31,DTP,SG
LE001,SP001,C100390,851050183995,GOOD,EXPORT LOANS,EXPORT,BCLC,2025-01-05,2025-01-13,49464.88,USD,2024-12-31,DTP,SG
LE001,SP001,C100583,548148354736,BID,EXPORT BILLS,EXPORT,CBN,2025-05-28,2025-06-28,70964.71,EUR,2024-12-31,DTP,SG
LE001,SP001,C100649,444356838136,ACP001,COLLECTIONS,EXPORT,EBC,2024-09-07,2024-10-25,6233.51,USD,2024-12-31,DTP,SG
LE001,SP001,C100162,939993721801,ACTR,COLLECTIONS,IMPORT,BR,2023-06-05,2023-07-15,16022.84,JPY,2024-12-31,DTP,SG
LE001,SP001,C100988,569883997086,ACTR,GUARANTEES,IMPORT,BCLC,2022-11-12,2022-11-24,509023.33,HKD,2024-12-31,DTP,SG
LE001,SP001,C100853,930312582992,GOOD,EXPORT BILLS,IMPORT,PERF,2024-06-18,2024-07-02,710668.43,HKD,2024-12-31,DTP,SG
LE001,SP001,C100319,481723744536,MSC001-0,COLLECTIONS,EXPORT,UTIL,2024-02-22,2024-03-03,73215.08,SGD,2024-12-31,DTP,SG
LE001,SP001,C100305,150783022571,AMD002-0,GUARANTEES,EXPORT,BID,2025-02-08,2025-03-01,197179.22,JPY,2024-12-31,DTP,SG
LE001,SP001,C100192,926176691617,MSC005-0,GUARANTEES,IMPORT,L/C,2024-08-07,2024-09-22,143415.34,USD,2024-12-31,DTP,SG
LE001,SP001,C100022,904065939484,LIBW,IMPORT LOANS,IMPORT,CBC,2023-10-21,2023-12-05,3971510.15,HKD,2024-12-31,DTP,SG
LE001,SP001,C100384,142056865918,BR,EXPORT LOANS,IMPORT,BR,2025-08-03,2025-09-14,378317.81,SGD,2024-12-31,DTP,SG
LE001,SP001,C100706,151624397822,PAY001,GUARANTEES,EXPORT,OB,2025-03-01,2025-04-05,84668.5,EUR,2024-12-31,DTP,SG
LE001,SP001,C100156,870836662720,MSC003-0,LETTER OF CREDIT,IMPORT,CCBC,2023-07-02,2023-08-13,31361.98,SGD,2024-12-31,DTP,SG
LE001,SP001,C100276,674075993055,SHIP,IMPORT LOANS,IMPORT,BID,2025-04-09,2025-05-11,14360.9,HKD,2024-12-31,DTP,SG
LE001,SP001,C100289,231502011423,PAY001,COLLECTIONS,EXPORT,LATR,2024-09-26,2024-11-14,126015.02,EUR,2024-12-31,DTP,SG
LE001,SP001,C100996,674801910614,MSC003-0,EXPORT LOANS,EXPORT,CCBC,2024-12-16,2024-12-18,39830.14,AUD,2024-12-31,DTP,SG
LE001,SP001,C100955,856806282952,ACTR,EXPORT LOANS,IMPORT,PERF,2025-10-14,2025-11-25,17913.24,SGD,2024-12-31,DTP,SG
LE001,SP001,C100855,224154104423,LIBW,LETTER OF CREDIT,EXPORT,IBC,2025-05-09,2025-06-27,45438.39,AUD,2024-12-31,DTP,SG
LE001,SP001,C100740,894891279372,PAY001,EXPORT LOANS,IMPORT,ACTR,2024-03-13,2024-03-29,26960.89,JPY,2024-12-31,DTP,SG
LE001,SP001,C100832,207589275203,MSC005-0,COLLECTIONS,EXPORT,POLC,2024-02-08,2024-03-06,747560.08,HKD,2024-12-31,DTP,SG
LE001,SP001,C100871,203577006346,EBC,COLLECTIONS,IMPORT,IBC,2024-11-25,2024-12-16,284351.86,EUR,2024-12-31,DTP,SG
LE001,SP001,C100978,584878304026,SHIP,EXPORT LOANS,IMPORT,POLC,2023-12-09,2023-12-20,97775.84,SGD,2024-12-31,DTP,SG
LE001,SP001,C100985,539807990517,BID,EXPORT LOANS,EXPORT,GOOD,2023-06-30,2023-08-10,582994.46,USD,2024-12-31,DTP,SG
LE001,SP001,C100712,242219494996,LATR,COLLECTIONS,IMPORT,CBC,2023-07-11,2023-09-07,108319.66,AUD,2024-12-31,DTP,SG
LE001,SP001,C100582,982541368367,CCBC,GUARANTEES,IMPORT,BR,2023-09-24,2023-11-12,35117.64,EUR,2024-12-31,DTP,SG
LE001,SP001,C100883,132690535494,CCBC,LETTER OF CREDIT,IMPORT,GOOD,2023-02-14,2023-02-21,613999.19,JPY,2024-12-31,DTP,SG
LE001,SP001,C100064,149137380299,AMD002,LETTER OF CREDIT,EXPORT,PERF,2022-12-01,2023-01-19,188469.61,HKD,2024-12-31,DTP,SG
LE001,SP001,C100578,897045638379,AMD005,LETTER OF CREDIT,EXPORT,UTIL,2022-12-04,2023-01-17,28432.97,HKD,2024-12-31,DTP,SG
LE001,SP001,C100443,205734531468,CCBC,LETTER OF CREDIT,IMPORT,GOOD,2023-12-02,2024-01-13,78558.09,HKD,2024-12-31,DTP,SG
LE001,SP001,C100152,523661606160,UTIL,IMPORT LOANS,IMPORT,PERF,2024-12-23,2025-01-24,34518.76,JPY,2024-12-31,DTP,SG
LE001,SP001,C100890,644824638023,MSC005-0,COLLECTIONS,EXPORT,IML,2024-07-04,2024-07-25,18781.74,EUR,2024-12-31,DTP,SG
LE001,SP001,C100228,654267035848,UTIL,LETTER OF CREDIT,EXPORT,OB,2024-07-16,2024-07-21,299962.59,JPY,2024-12-31,DTP,SG
LE001,SP001,C100586,982376072353,BID,COLLECTIONS,EXPORT,ACTR,2024-02-01,2024-02-08,976080.14,JPY,2024-12-31,DTP,SG
LE001,SP001,C100018,820460315409,PAY001,GUARANTEES,EXPORT,BCLC,2025-11-09,2025-12-31,18429.7,SGD,2024-12-31,DTP,SG
LE001,SP001,C100986,764825646884,SHIP,LETTER OF CREDIT,EXPORT,UTIL,2024-09-12,2024-10-23,193990.23,HKD,2024-12-31,DTP,SG
LE001,SP001,C100845,500895916162,ACP001,EXPORT BILLS,EXPORT,IML,2023-03-17,2023-05-01,45217.02,HKD,2024-12-31,DTP,SG
LE001,SP001,C100463,887539353371,PAY001,COLLECTIONS,IMPORT,PERF,2023-12-11,2024-01-02,55019.86,HKD,2024-12-31,DTP,SG
LE001,SP001,C100298,980315539516,UTIL,IMPORT LOANS,EXPORT,CBC,2025-08-08,2025-10-04,48490.7,USD,2024-12-31,DTP,SG
LE001,SP001,C100841,252438792370,IML,LETTER OF CREDIT,EXPORT,CBC,2024-06-07,2024-07-16,35003.77,USD,2024-12-31,DTP,SG
LE001,SP001,C100952,229654511665,POLC,EXPORT BILLS,EXPORT,LATR,2023-12-18,2023-12-24,104634.22,JPY,2024-12-31,DTP,SG
LE001,SP001,C100126,747131921323,EBC,GUARANTEES,EXPORT,SHIP,2023-01-12,2023-01-20,36419.51,JPY,2024-12-31,DTP,SG
LE001,SP001,C100753,679839214916,ACP001,IMPORT LOANS,EXPORT,SHIP,2023-02-24,2023-04-24,136563.94,AUD,2024-12-31,DTP,SG
LE001,SP001,C100708,297182728040,LIBW,EXPORT BILLS,IMPORT,CBC,2023-09-08,2023-10-20,92940.45,AUD,2024-12-31,DTP,SG
LE001,SP001,C100902,655433089625,POLC,GUARANTEES,IMPORT,EBC,2023-08-18,2023-09-08,74106.78,EUR,2024-12-31,DTP,SG
LE001,SP001,C100136,986708220451,MSC001-0,GUARANTEES,EXPORT,LIBW,2024-02-06,2024-03-22,33220.54,HKD,2024-12-31,DTP,SG
LE001,SP001,C100647,709608382497,MSC003-0,EXPORT BILLS,IMPORT,BR,2024-03-24,2024-05-06,49408.33,EUR,2024-12-31,DTP,SG
LE001,SP001,C100135,842690863399,IML,LETTER OF CREDIT,IMPORT,UTIL,2024-01-19,2024-03-04,244377.51,SGD,2024-12-31,DTP,SG
LE001,SP001,C100575,489814560511,ACTR,IMPORT LOANS,EXPORT,LIBW,2024-04-03,2024-05-29,180069.94,JPY,2024-12-31,DTP,SG
LE001,SP001,C100535,116356544508,PAY001,COLLECTIONS,EXPORT,IBC,2025-07-24,2025-09-04,30544.31,SGD,2024-12-31,DTP,SG
LE001,SP001,C100768,392916350474,MSC005-0,EXPORT LOANS,EXPORT,IBC,2025-07-05,2025-08-18,111212.58,EUR,2024-12-31,DTP,SG
LE001,SP001,C100554,925509898025,ACP001,EXPORT LOANS,EXPORT,CBC,2024-08-07,2024-09-23,243206.11,HKD,2024-12-31,DTP,SG
LE001,SP001,C100243,527612400970,GOOD,LETTER OF CREDIT,EXPORT,BCLC,2023-09-20,2023-10-14,13315.89,JPY,2024-12-31,DTP,SG
LE001,SP001,C100999,967397430167,CCBC,EXPORT LOANS,IMPORT,PERF,2024-06-13,2024-06-25,189478.76,AUD,2024-12-31,DTP,SG
LE001,SP001,C100881,958430174059,BID,EXPORT BILLS,EXPORT,SHIP,2024-10-03,2024-11-21,44571.57,HKD,2024-12-31,DTP,SG
LE001,SP001,C100301,314594990774,BID,EXPORT BILLS,IMPORT,CBN,2024-11-19,2025-01-05,195774.43,AUD,2024-12-31,DTP,SG
LE001,SP001,C100041,512829481133,OB,EXPORT LOANS,EXPORT,IBC,2024-12-15,2025-01-21,39501.31,EUR,2024-12-31,DTP,SG
LE001,SP001,C100477,460801498535,IML,EXPORT BILLS,IMPORT,IBC,2024-01-19,2024-02-26,11317.91,SGD,2024-12-31,DTP,SG
LE001,SP001,C100863,776995794833,CCBC,EXPORT LOANS,EXPORT,SHIP,2023-11-07,2023-11-11,14001.91,HKD,2024-12-31,DTP,SG
LE001,SP001,C100225,676890811692,MSC005-0,IMPORT LOANS,IMPORT,UTIL,2024-12-18,2025-01-13,104579.41,AUD,2024-12-31,DTP,SG
