le_id,sub_prof_id,client_id,deal_id,deal_rec_id,product,purpose_code,trade_date,value_date,amount,currency,mth_end,src,cty
LE001,SP001,C100432,2TG5PIZX3H,2TG5PIZX3H-20382,PRE EXPORT FINANCING FOR FIS,TPMP,2024-04-05,2024-05-16,13556.5,HKD,2024-12-31,OTP,SG
LE001,SP001,C100019,TJGCEDQQZR,TJGCEDQQZR-52027,TRADE RECEIVABLES DISCOUNTING,LRRP,2022-11-10,2022-11-11,774242.22,USD,2024-12-31,OTP,SG
LE001,SP001,C100380,9KEPADAHP2,9KEPADAHP2-75325,IMPORT L/C REFINANCING,LRRP,2024-01-03,2024-01-08,5753.1,USD,2024-12-31,OTP,SG
LE001,SP001,C100394,C1CQG433E1,C1CQG433E1-42631,IMPORT L/C REFINANCING,PSFI,2025-09-02,2025-09-14,49904.07,JPY,2024-12-31,OTP,SG
LE001,SP001,C100533,0DXHO87F00,0DXHO87F00-82034,INVOICE FINANCING SUPPLIER,TPMP,2023-02-28,2023-04-09,121294.97,EUR,2024-12-31,OTP,SG
LE001,SP001,C100009,H55HEWLGJE,H55HEWLGJE-41862,LIMITED RECOURSE RECV PURCHASE,PFEB,2024-12-27,2025-01-19,83884.01,SGD,2024-12-31,OTP,SG
LE001,SP001,C100128,IRYM81CMFT,IRYM81CMFT-24076,FI POST SHIP EXP FIN - LC AND COLL,PSFI,2024-01-31,2024-03-06,28360.73,HKD,2024-12-31,OTP,SG
LE001,SP001,C100555,12PGYME6RP,12PGYME6RP-48628,FI POST SHIP EXP FIN - LC AND COLL,FAWR,2024-10-23,2024-11-26,46641.84,EUR,2024-12-31,OTP,SG
LE001,SP001,C100000,LQ5V4FTQ3T,LQ5V4FTQ3T-69517,PRESHIPMENT FINANCE EXPORT ORDERS,VPRP,2025-10-02,2025-11-10,33136.77,EUR,2024-12-31,OTP,SG
LE001,SP001,C100419,1IZXTNSRTW,1IZXTNSRTW-52283,REFINANCING UNDER REIMBURSEMENT,IFNS,2025-04-26,2025-05-29,29518.2,HKD,2024-12-31,OTP,SG
LE001,SP001,C100638,C4E5HRDU4X,C4E5HRDU4X-78920,TRADE PAYABLE MANAGEMENT,LRRP,2023-10-21,2023-11-04,165963.39,AUD,2024-12-31,OTP,SG
LE001,SP001,C100841,ZA7X73QXM0,ZA7X73QXM0-64519,POST ACCEPTANCE DISCOUNTING,LRRP,2024-05-14,2024-06-16,91896.53,SGD,2024-12-31,OTP,SG
LE001,SP001,C100640,04CHSDINGX,04CHSDINGX-84714,VENDOR PREPAY,PFAC,2025-04-07,2025-05-26,26069.17,HKD,2024-12-31,OTP,SG
LE001,SP001,C100453,UYZPD2TSXT,UYZPD2TSXT-88632,POST ACCEPTANCE DISCOUNTING,RRMB,2024-01-15,2024-03-09,176225.53,EUR,2024-12-31,OTP,SG
LE001,SP001,C100458,OW3LITNT0M,OW3LITNT0M-69297,PRESHIPMENT FINANCE EXPORT ORDERS,RSRV,2025-08-31,2025-09-18,86574.4,AUD,2024-12-31,OTP,SG
LE001,SP001,C100523,AE6A9HL173,AE6A9HL173-82569,TRADE RECEIVABLES DISCOUNTING,IFNS,2025-08-24,2025-09-22,158805.35,EUR,2024-12-31,OTP,SG
LE001,SP001,C100811,FJ6IJKUUHC,FJ6IJKUUHC-52558,FI POST SHIP EXP FIN - LC AND COLL,VPRP,2023-02-14,2023-04-07,127459.58,HKD,2024-12-31,OTP,SG
LE001,SP001,C100426,Z3DXB3N27M,Z3DXB3N27M-66925,INVOICE FINANCING SUPPLIER,PSFI,2025-10-17,2025-11-26,22141.43,HKD,2024-12-31,OTP,SG
LE001,SP001,C100770,NKBTFSHB0O,NKBTFSHB0O-68407,INVOICE FINANCING BUYER,PSFI,2023-06-09,2023-06-27,30570.25,JPY,2024-12-31,OTP,SG
LE001,SP001,C100572,FMR0TJOPZ1,FMR0TJOPZ1-73035,FINANCE AGAINST WAREHOUSE RECEIPT,PFEB,2023-08-23,2023-10-03,146789.13,AUD,2024-12-31,OTP,SG
LE001,SP001,C100374,HW0IC1L7DY,HW0IC1L7DY-65514,POST ACCEPTANCE DISCOUNTING,FAWR,2024-01-23,2024-02-14,124547.73,AUD,2024-12-31,OTP,SG
LE001,SP001,C100382,X1GM32WP7I,X1GM32WP7I-99831,TRADE RECEIVABLES DISCOUNTING,IFNB,2025-03-24,2025-05-10,58391.06,SGD,2024-12-31,OTP,SG
LE001,SP001,C100216,IWF3KM2KQL,IWF3KM2KQL-80517,FINANCE AGAINST WAREHOUSE RECEIPT,TPMP,2023-02-24,2023-04-04,68926.28,HKD,2024-12-31,OTP,SG
LE001,SP001,C100054,9ZYN6SJCHZ,9ZYN6SJCHZ-45557,IMPORT L/C REFINANCING,RSRV,2025-06-26,2025-07-20,277395.03,HKD,2024-12-31,OTP,SG
LE001,SP001,C100925,J4X5A5XIN9,J4X5A5XIN9-23055,REFINANCING UNDER REIMBURSEMENT,PFEB,2022-11-17,2022-11-22,29440.14,USD,2024-12-31,OTP,SG
LE001,SP001,C100360,H8UZB7KR0A,H8UZB7KR0A-99694,POST ACCEPTANCE DISCOUNTING,BDBR,2024-07-14,2024-08-15,115441.23,EUR,2024-12-31,OTP,SG
LE001,SP001,C100140,3W563BTKF6,3W563BTKF6-96105,INVOICE FINANCING BUYER,PSHP,2022-12-09,2023-01-21,46974.91,AUD,2024-12-31,OTP,SG
LE001,SP001,C100554,5YPUPLVQEX,5YPUPLVQEX-86156,FINANCE AGAINST WAREHOUSE RECEIPT,TRDS,2024-02-16,2024-03-31,46109.88,HKD,2024-12-31,OTP,SG
LE001,SP001,C100188,66P61XUFCT,66P61XUFCT-25517,REFINANCING UNDER REIMBURSEMENT,TRDS,2025-09-10,2025-10-28,223805.4,EUR,2024-12-31,OTP,SG
LE001,SP001,C100026,5OOP767J2D,5OOP767J2D-34215,TRADE PAYABLE MANAGEMENT,PSFI,2024-07-22,2024-08-05,161215.88,HKD,2024-12-31,OTP,SG
LE001,SP001,C100197,AC2E4QXGNR,AC2E4QXGNR-31467,PRE EXPORT FINANCING FOR FIS,LRRP,2023-07-27,2023-09-13,158928.8,SGD,2024-12-31,OTP,SG
LE001,SP001,C100887,78IYHHG8PW,78IYHHG8PW-52584,IMPORT L/C REFINANCING,PSFI,2023-06-18,2023-07-13,286809.8,SGD,2024-12-31,OTP,SG
LE001,SP001,C100462,V3ZO7UTXZB,V3ZO7UTXZB-24328,IMPORT L/C REFINANCING,LRRP,2024-06-24,2024-07-27,61402.43,AUD,2024-12-31,OTP,SG
LE001,SP001,C100170,O0USWBKOK3,O0USWBKOK3-70469,PORTFOLIO RECEIVABLE SERVICES,BDBR,2025-07-21,2025-09-03,135719.23,AUD,2024-12-31,OTP,SG
LE001,SP001,C100461,6QXDSGV6TO,6QXDSGV6TO-52396,RECEIVABLE SERVICES,VPRP,2023-04-25,2023-06-01,41261.28,HKD,2024-12-31,OTP,SG
LE001,SP001,C100371,65DLXZF0DZ,65DLXZF0DZ-93109,INVOICE FINANCING BUYER,PSHP,2022-12-28,2023-02-05,88344.54,USD,2024-12-31,OTP,SG
LE001,SP001,C100315,NN16UXF5GZ,NN16UXF5GZ-64995,BILL DISCOUNTING AGAINST BUYER RISK,RILC,2024-03-28,2024-05-07,51217.08,USD,2024-12-31,OTP,SG
LE001,SP001,C100222,EEHWJQ4TA5,EEHWJQ4TA5-41179,FI POST SHIP EXP FIN - LC AND COLL,RILC,2023-07-24,2023-08-21,67264.99,SGD,2024-12-31,OTP,SG
LE001,SP001,C100874,VA5KW3HGBM,VA5KW3HGBM-29054,LIMITED RECOURSE RECV PURCHASE,BDBR,2024-01-01,2024-02-28,122294.63,SGD,2024-12-31,OTP,SG
LE001,SP001,C100368,BPGYVYV2GQ,BPGYVYV2GQ-85886,LIMITED RECOURSE RECV PURCHASE,IFNB,2024-03-07,2024-03-27,22429.56,EUR,2024-12-31,OTP,SG
LE001,SP001,C100712,6314CQE4LO,6314CQE4LO-37504,FINANCE AGAINST WAREHOUSE RECEIPT,LRRP,2025-03-31,2025-05-06,737384.49,HKD,2024-12-31,OTP,SG
LE001,SP001,C100638,9TD0V2ZP4J,9TD0V2ZP4J-85385,POST ACCEPTANCE DISCOUNTING,TRDS,2023-01-28,2023-03-02,17903.99,HKD,2024-12-31,OTP,SG
LE001,SP001,C100818,WRGVZ9AAWE,WRGVZ9AAWE-37175,PORTFOLIO RECEIVABLE SERVICES,PFAC,2025-08-08,2025-08-29,13946.36,EUR,2024-12-31,OTP,SG
LE001,SP001,C100341,UWAHK2LSLA,UWAHK2LSLA-99893,REFINANCING UNDER REIMBURSEMENT,PSHP,2025-09-11,2025-11-03,240321.54,USD,2024-12-31,OTP,SG
LE001,SP001,C100473,G47RRBEFQ5,G47RRBEFQ5-53923,PORTFOLIO RECEIVABLE SERVICES,LRRP,2022-12-08,2022-12-27,154816.41,AUD,2024-12-31,OTP,SG
LE001,SP001,C100347,0LTHY25M8K,0LTHY25M8K-14085,PRESHIPMENT FINANCE EXPORT ORDERS,VPRP,2023-09-04,2023-09-15,126619.75,AUD,2024-12-31,OTP,SG
LE001,SP001,C100221,E2L4ZJD5N3,E2L4ZJD5N3-49666,BILL DISCOUNTING AGAINST BUYER RISK,VPRP,2025-03-25,2025-04-17,127263.45,SGD,2024-12-31,OTP,SG
LE001,SP001,C100146,26PARSG70S,26PARSG70S-52904,INVOICE FINANCING SUPPLIER,TRDS,2024-09-15,2024-10-31,59000.66,SGD,2024-12-31,OTP,SG
LE001,SP001,C100784,QZSA7YVDQB,QZSA7YVDQB-78233,BILL DISCOUNTING AGAINST BUYER RISK,RSRV,2024-02-09,2024-03-20,20400.09,USD,2024-12-31,OTP,SG
LE001,SP001,C100104,LGJLPEFJAW,LGJLPEFJAW-77378,FINANCE AGAINST WAREHOUSE RECEIPT,PADS,2024-01-27,2024-02-13,65576.03,USD,2024-12-31,OTP,SG
LE001,SP001,C100108,72UGL6TBB6,72UGL6TBB6-16613,PRESHIPMENT FINANCE EXPORT ORDERS,LRRP,2025-05-17,2025-06-13,26566.49,JPY,2024-12-31,OTP,SG
LE001,SP001,C100080,GVV4ZWL3ZY,GVV4ZWL3ZY-79924,IMPORT L/C REFINANCING,TRDS,2025-05-03,2025-06-24,192941.76,HKD,2024-12-31,OTP,SG
LE001,SP001,C100187,QQYZQII4W6,QQYZQII4W6-61390,REFINANCING UNDER REIMBURSEMENT,RRMB,2023-04-26,2023-05-27,50188,SGD,2024-12-31,OTP,SG
LE001,SP001,C100333,CER4KMUSOZ,CER4KMUSOZ-24022,INVOICE FINANCING BUYER,BDBR,2022-11-14,2022-12-13,22234.57,JPY,2024-12-31,OTP,SG
LE001,SP001,C100806,VIIFRCHYP9,VIIFRCHYP9-84345,REFINANCING UNDER REIMBURSEMENT,PSFI,2024-11-20,2025-01-01,40714.39,HKD,2024-12-31,OTP,SG
LE001,SP001,C100612,C7URVQT3G8,C7URVQT3G8-19123,INVOICE FINANCING SUPPLIER,PSHP,2024-01-09,2024-02-09,98274.29,HKD,2024-12-31,OTP,SG
LE001,SP001,C100630,XD356WAFFT,XD356WAFFT-61115,IMPORT L/C REFINANCING,FAWR,2024-09-14,2024-10-27,30440.54,EUR,2024-12-31,OTP,SG
LE001,SP001,C100413,K2Y77Z69UW,K2Y77Z69UW-76902,TRADE RECEIVABLES DISCOUNTING,BDBR,2025-07-05,2025-07-28,22322.17,AUD,2024-12-31,OTP,SG
LE001,SP001,C100415,8AU9DKBPVW,8AU9DKBPVW-60173,PRESHIPMENT FINANCE EXPORT ORDERS,PFAC,2024-09-03,2024-10-15,80211.7,USD,2024-12-31,OTP,SG
LE001,SP001,C100147,RGN74F9YEC,RGN74F9YEC-12058,FI POST SHIP EXP FIN - LC AND COLL,PFAC,2025-02-04,2025-02-09,80334.94,USD,2024-12-31,OTP,SG
LE001,SP001,C100231,XOQ2VPGSTQ,XOQ2VPGSTQ-56570,VENDOR PREPAY,PFAC,2025-10-25,2025-11-30,32586.98,JPY,2024-12-31,OTP,SG
LE001,SP001,C100984,4ISOTN9UZE,4ISOTN9UZE-73115,INVOICE FINANCING BUYER,TRDS,2022-11-27,2023-01-20,34021.71,EUR,2024-12-31,OTP,SG
LE001,SP001,C100627,QC6DR08CW2,QC6DR08CW2-50959,LIMITED RECOURSE RECV PURCHASE,RRMB,2022-11-10,2022-12-29,79099.35,SGD,2024-12-31,OTP,SG
LE001,SP001,C100744,QSQ0P82KB7,QSQ0P82KB7-49855,TRADE PAYABLE MANAGEMENT,LRRP,2023-03-16,2023-04-22,10533.32,USD,2024-12-31,OTP,SG
LE001,SP001,C100287,UXK0AREC2J,UXK0AREC2J-90713,TRADE PAYABLE MANAGEMENT,TPMP,2025-10-11,2025-11-27,11059.48,SGD,2024-12-31,OTP,SG
LE001,SP001,C100351,V60XNG2IGS,V60XNG2IGS-14337,INVOICE FINANCING BUYER,TRDS,2024-12-29,2025-02-20,25282.48,JPY,2024-12-31,OTP,SG
LE001,SP001,C100053,1ONX0GU4BJ,1ONX0GU4BJ-25203,VENDOR PREPAY,RILC,2023-08-16,2023-09-15,46344.76,EUR,2024-12-31,OTP,SG
LE001,SP001,C100391,R87IYOJTPK,R87IYOJTPK-68827,REFINANCING UNDER REIMBURSEMENT,LRRP,2025-04-24,2025-06-21,86950.05,AUD,2024-12-31,OTP,SG
LE001,SP001,C100767,W8P74MJDXO,W8P74MJDXO-98511,PRE EXPORT FINANCING FOR FIS,FAWR,2022-12-11,2023-01-01,351662.6,HKD,2024-12-31,OTP,SG
LE001,SP001,C100257,YGTY3ADDQH,YGTY3ADDQH-47132,FINANCE AGAINST WAREHOUSE RECEIPT,LRRP,2025-09-22,2025-10-31,167575.88,SGD,2024-12-31,OTP,SG
LE001,SP001,C100579,CV6HVE8DVN,CV6HVE8DVN-94922,VENDOR PREPAY,IFNS,2024-10-28,2024-11-13,49418.19,EUR,2024-12-31,OTP,SG
LE001,SP001,C100283,Q7W7JP61LF,Q7W7JP61LF-19698,LIMITED RECOURSE RECV PURCHASE,PSHP,2023-09-06,2023-09-27,58523.32,SGD,2024-12-31,OTP,SG
LE001,SP001,C100223,J3GC9HOXDT,J3GC9HOXDT-66525,INVOICE FINANCING SUPPLIER,RILC,2024-05-28,2024-06-03,17979.09,SGD,2024-12-31,OTP,SG
LE001,SP001,C100926,CUJQ6FX7XJ,CUJQ6FX7XJ-53231,PRESHIPMENT FINANCE EXPORT ORDERS,RSRV,2022-12-20,2023-02-03,58558.66,JPY,2024-12-31,OTP,SG
LE001,SP001,C100957,RO03CINY2E,RO03CINY2E-80163,POST ACCEPTANCE DISCOUNTING,RRMB,2024-02-28,2024-03-24,42345.17,SGD,2024-12-31,OTP,SG
LE001,SP001,C100990,W8DT8CQ1XG,W8DT8CQ1XG-15155,PRESHIPMENT FINANCE EXPORT ORDERS,FAWR,2024-03-07,2024-04-20,88191.18,JPY,2024-12-31,OTP,SG
LE001,SP001,C100398,6WMDW0FGZV,6WMDW0FGZV-74124,INVOICE FINANCING BUYER,BDBR,2023-01-21,2023-02-24,22188.35,JPY,2024-12-31,OTP,SG
LE001,SP001,C100152,8AMMZOHXS7,8AMMZOHXS7-80328,PRE EXPORT FINANCING FOR FIS,IFNB,2025-08-26,2025-10-12,111660.22,USD,2024-12-31,OTP,SG
LE001,SP001,C100467,RA6WIXAW63,RA6WIXAW63-22752,VENDOR PREPAY,IFNB,2025-04-06,2025-04-13,376731,JPY,2024-12-31,OTP,SG
LE001,SP001,C100140,VWCHM40OEY,VWCHM40OEY-81550,REFINANCING UNDER REIMBURSEMENT,FAWR,2025-08-08,2025-09-14,52548.29,USD,2024-12-31,OTP,SG
LE001,SP001,C100627,MEFOZTP7BD,MEFOZTP7BD-92863,PRESHIPMENT FINANCE EXPORT ORDERS,VPRP,2025-10-08,2025-12-03,96960.03,JPY,2024-12-31,OTP,SG
LE001,SP001,C100655,CA7ZVKY2RE,CA7ZVKY2RE-28754,TRADE PAYABLE MANAGEMENT,RILC,2023-07-20,2023-08-04,137059.83,USD,2024-12-31,OTP,SG
LE001,SP001,C100542,VBGR8W2MAI,VBGR8W2MAI-25401,INVOICE FINANCING SUPPLIER,PADS,2023-01-05,2023-01-19,36994.9,JPY,2024-12-31,OTP,SG
LE001,SP001,C100055,1XJG2Y8RGY,1XJG2Y8RGY-15651,POST ACCEPTANCE DISCOUNTING,BDBR,2024-09-06,2024-10-03,78347.63,EUR,2024-12-31,OTP,SG
LE001,SP001,C100738,M21B07G2RE,M21B07G2RE-40841,IMPORT L/C REFINANCING,RRMB,2023-07-05,2023-07-17,60785.76,HKD,2024-12-31,OTP,SG
LE001,SP001,C100055,YL2LD05NHQ,YL2LD05NHQ-73492,PORTFOLIO RECEIVABLE SERVICES,TRDS,2024-08-24,2024-10-22,67319.91,AUD,2024-12-31,OTP,SG
LE001,SP001,C100113,QNEZW9HEYC,QNEZW9HEYC-27891,IMPORT L/C REFINANCING,RILC,2023-07-07,2023-07-17,23680.05,EUR,2024-12-31,OTP,SG
LE001,SP001,C100500,HKF286UTIO,HKF286UTIO-78389,FINANCE AGAINST WAREHOUSE RECEIPT,PFEB,2023-04-07,2023-04-24,61661.33,SGD,2024-12-31,OTP,SG
LE001,SP001,C100041,00ILU6VFUA,00ILU6VFUA-15796,FI POST SHIP EXP FIN - LC AND COLL,LRRP,2023-06-22,2023-07-25,108836.06,JPY,2024-12-31,OTP,SG
LE001,SP001,C100244,R23QIUA08E,R23QIUA08E-48769,INVOICE FINANCING BUYER,RSRV,2023-03-03,2023-04-14,341592,EUR,2024-12-31,OTP,SG
LE001,SP001,C100475,FQUV9QEZG5,FQUV9QEZG5-92157,RECEIVABLE SERVICES,IFNB,2023-09-13,2023-11-09,189306.94,HKD,2024-12-31,OTP,SG
LE001,SP001,C100527,LBPJ8T22C5,LBPJ8T22C5-17184,POST ACCEPTANCE DISCOUNTING,LRRP,2025-03-27,2025-04-20,793190.7,EUR,2024-12-31,OTP,SG
LE001,SP001,C100489,QBNXZU1EMT,QBNXZU1EMT-95070,FINANCE AGAINST WAREHOUSE RECEIPT,PSFI,2024-01-23,2024-02-14,23841.5,EUR,2024-12-31,OTP,SG
LE001,SP001,C100462,SPBNQS3QT3,SPBNQS3QT3-48307,POST ACCEPTANCE DISCOUNTING,IFNB,2024-10-20,2024-12-16,170550.17,JPY,2024-12-31,OTP,SG
LE001,SP001,C100023,DOG8CFEFFH,DOG8CFEFFH-92218,BILL DISCOUNTING AGAINST BUYER RISK,PFAC,2025-02-12,2025-03-14,74608.55,EUR,2024-12-31,OTP,SG
LE001,SP001,C100661,P0AGA24SMU,P0AGA24SMU-95951,REFINANCING UNDER REIMBURSEMENT,PFEB,2022-11-20,2023-01-12,828824.34,AUD,2024-12-31,OTP,SG
LE001,SP001,C100291,QKE2GJR81B,QKE2GJR81B-56284,IMPORT L/C REFINANCING,VPRP,2024-12-15,2025-01-29,22698.23,AUD,2024-12-31,OTP,SG
LE001,SP001,C100378,K94YXFIBLE,K94YXFIBLE-44132,VENDOR PREPAY,FAWR,2025-08-30,2025-10-11,21858.25,EUR,2024-12-31,OTP,SG
LE001,SP001,C100159,9FQ9TEA718,9FQ9TEA718-51971,RECEIVABLE SERVICES,RRMB,2024-03-14,2024-04-13,29165.12,EUR,2024-12-31,OTP,SG
LE001,SP001,C100142,819Y207MER,819Y207MER-15253,INVOICE FINANCING SUPPLIER,BDBR,2025-09-20,2025-10-15,4681.27,AUD,2024-12-31,OTP,SG
LE001,SP001,C100869,4QDBXVH7KA,4QDBXVH7KA-80570,IMPORT L/C REFINANCING,IFNB,2022-12-27,2023-01-21,31859.6,USD,2024-12-31,OTP,SG
LE001,SP001,C100359,RVSCYOZPNA,RVSCYOZPNA-55209,BILL DISCOUNTING AGAINST BUYER RISK,RILC,2025-05-14,2025-05-27,24077.69,HKD,2024-12-31,OTP,SG
LE001,SP001,C100088,50OPF060O4,50OPF060O4-88372,TRADE RECEIVABLES DISCOUNTING,FAWR,2024-02-27,2024-03-28,71716.24,AUD,2024-12-31,OTP,SG
LE001,SP001,C100204,9C81DO6OUZ,9C81DO6OUZ-27947,VENDOR PREPAY,PSHP,2024-03-27,2024-05-01,90229.09,JPY,2024-12-31,OTP,SG
LE001,SP001,C100483,B34KUQAAJ8,B34KUQAAJ8-93435,INVOICE FINANCING SUPPLIER,BDBR,2023-07-09,2023-07-20,568868.74,JPY,2024-12-31,OTP,SG
LE001,SP001,C100643,6XB1R8VNRP,6XB1R8VNRP-43804,FI POST SHIP EXP FIN - LC AND COLL,IFNS,2023-10-07,2023-11-08,187307.81,HKD,2024-12-31,OTP,SG
LE001,SP001,C100049,U4FCL5EFJP,U4FCL5EFJP-56659,BILL DISCOUNTING AGAINST BUYER RISK,BDBR,2022-11-21,2022-12-31,29962.91,SGD,2024-12-31,OTP,SG
LE001,SP001,C100714,S1GD1T53YK,S1GD1T53YK-99842,POST ACCEPTANCE DISCOUNTING,IFNS,2022-11-11,2022-12-18,20371.71,EUR,2024-12-31,OTP,SG
LE001,SP001,C100814,3ASNRM6DFH,3ASNRM6DFH-34696,INVOICE FINANCING SUPPLIER,PFAC,2023-04-11,2023-06-08,108044.99,SGD,2024-12-31,OTP,SG
LE001,SP001,C100726,EEAMYFP9S8,EEAMYFP9S8-32571,BILL DISCOUNTING AGAINST BUYER RISK,RSRV,2025-03-12,2025-03-26,12279.91,USD,2024-12-31,OTP,SG
LE001,SP001,C100043,4FIEECY2C1,4FIEECY2C1-66524,FINANCE AGAINST WAREHOUSE RECEIPT,IFNS,2025-09-03,2025-10-23,539150.76,HKD,2024-12-31,OTP,SG
LE001,SP001,C100189,SCEJCY127H,SCEJCY127H-36217,POST ACCEPTANCE DISCOUNTING,RSRV,2025-05-08,2025-05-17,246551.99,HKD,2024-12-31,OTP,SG
LE001,SP001,C100541,78MFS0IUDU,78MFS0IUDU-11832,FINANCE AGAINST WAREHOUSE RECEIPT,FAWR,2024-04-11,2024-04-21,34097.84,AUD,2024-12-31,OTP,SG
LE001,SP001,C100388,A0774RZGYD,A0774RZGYD-56507,PORTFOLIO RECEIVABLE SERVICES,FAWR,2022-12-22,2023-01-05,7663.61,JPY,2024-12-31,OTP,SG
LE001,SP001,C100394,E9EDE1ZUBL,E9EDE1ZUBL-25167,BILL DISCOUNTING AGAINST BUYER RISK,RILC,2024-02-10,2024-03-24,303958.62,JPY,2024-12-31,OTP,SG
LE001,SP001,C100503,IO9P4627NA,IO9P4627NA-98363,INVOICE FINANCING SUPPLIER,PSHP,2023-05-27,2023-06-29,52185.09,HKD,2024-12-31,OTP,SG
LE001,SP001,C100609,YEOZ906GNH,YEOZ906GNH-36248,PRESHIPMENT FINANCE EXPORT ORDERS,IFNS,2024-07-21,2024-09-12,264442.62,JPY,2024-12-31,OTP,SG
LE001,SP001,C100496,0KZUJ2XORV,0KZUJ2XORV-63011,TRADE PAYABLE MANAGEMENT,TRDS,2023-04-23,2023-04-29,8836.86,SGD,2024-12-31,OTP,SG
LE001,SP001,C100334,JRWEDBCY8N,JRWEDBCY8N-99024,TRADE RECEIVABLES DISCOUNTING,BDBR,2025-04-26,2025-06-13,29165.74,SGD,2024-12-31,OTP,SG
LE001,SP001,C100975,XSRQKRST3T,XSRQKRST3T-12316,LIMITED RECOURSE RECV PURCHASE,PFAC,2025-03-11,2025-04-04,60252.08,JPY,2024-12-31,OTP,SG
LE001,SP001,C100499,LNQBU4KZRE,LNQBU4KZRE-60997,INVOICE FINANCING SUPPLIER,PFEB,2023-03-23,2023-04-22,63346.61,AUD,2024-12-31,OTP,SG
LE001,SP001,C100131,4SOR8WM9LB,4SOR8WM9LB-15913,POST ACCEPTANCE DISCOUNTING,PADS,2025-09-15,2025-11-02,34888.81,HKD,2024-12-31,OTP,SG
LE001,SP001,C100889,MDMMMXIXV6,MDMMMXIXV6-18585,BILL DISCOUNTING AGAINST BUYER RISK,IFNS,2023-12-19,2023-12-29,126426.95,SGD,2024-12-31,OTP,SG
LE001,SP001,C100399,TBXPSPAQAL,TBXPSPAQAL-84757,REFINANCING UNDER REIMBURSEMENT,IFNS,2023-02-13,2023-02-19,16628.2,HKD,2024-12-31,OTP,SG
LE001,SP001,C100860,YMS1MWNPR4,YMS1MWNPR4-19872,FINANCE AGAINST WAREHOUSE RECEIPT,BDBR,2024-05-15,2024-05-18,50470.52,EUR,2024-12-31,OTP,SG
LE001,SP001,C100437,9OI0D4DMC2,9OI0D4DMC2-72294,FINANCE AGAINST WAREHOUSE RECEIPT,PADS,2025-06-05,2025-07-16,69172.23,EUR,2024-12-31,OTP,SG
LE001,SP001,C100720,SKXLOJSYT5,SKXLOJSYT5-92292,VENDOR PREPAY,PFEB,2024-08-30,2024-10-11,111004.56,HKD,2024-12-31,OTP,SG
LE001,SP001,C100151,7JW34670CH,7JW34670CH-70619,PRE EXPORT FINANCING FOR FIS,TRDS,2024-03-05,2024-04-28,140637.07,JPY,2024-12-31,OTP,SG
LE001,SP001,C100116,O46W4JKFYI,O46W4JKFYI-41258,TRADE RECEIVABLES DISCOUNTING,FAWR,2025-09-14,2025-09-29,15528.46,EUR,2024-12-31,OTP,SG
LE001,SP001,C100659,QUPXBFEJ2X,QUPXBFEJ2X-33066,LIMITED RECOURSE RECV PURCHASE,PFEB,2025-09-30,2025-10-03,9500.15,SGD,2024-12-31,OTP,SG
LE001,SP001,C100114,LKC86Y5O44,LKC86Y5O44-40938,INVOICE FINANCING SUPPLIER,TPMP,2023-01-28,2023-03-25,277399,SGD,2024-12-31,OTP,SG
LE001,SP001,C100219,IE3LVO0IPF,IE3LVO0IPF-32957,TRADE PAYABLE MANAGEMENT,RILC,2023-07-27,2023-08-12,89212.53,AUD,2024-12-31,OTP,SG
LE001,SP001,C100732,CTZETRIJ2F,CTZETRIJ2F-72288,POST ACCEPTANCE DISCOUNTING,BDBR,2025-09-27,2025-11-07,24387.26,AUD,2024-12-31,OTP,SG
LE001,SP001,C100124,B02B7YJNXZ,B02B7YJNXZ-99816,PRE EXPORT FINANCING FOR FIS,RILC,2023-09-06,2023-09-06,385147.77,JPY,2024-12-31,OTP,SG
LE001,SP001,C100416,77K71K4FPL,77K71K4FPL-94466,LIMITED RECOURSE RECV PURCHASE,TPMP,2025-05-29,2025-07-20,68789.72,JPY,2024-12-31,OTP,SG
LE001,SP001,C100746,QO4Z533ZSM,QO4Z533ZSM-88920,REFINANCING UNDER REIMBURSEMENT,RILC,2025-09-14,2025-11-01,246509.7,SGD,2024-12-31,OTP,SG
LE001,SP001,C100781,XGPXAHKUDI,XGPXAHKUDI-95089,TRADE RECEIVABLES DISCOUNTING,PFAC,2024-01-25,2024-02-22,64927.22,JPY,2024-12-31,OTP,SG
LE001,SP001,C100229,5EGVLKDNON,5EGVLKDNON-84762,RECEIVABLE SERVICES,RSRV,2024-07-29,2024-09-25,709912.86,SGD,2024-12-31,OTP,SG
LE001,SP001,C100014,9HZGOPJDN8,9HZGOPJDN8-25381,PORTFOLIO RECEIVABLE SERVICES,RILC,2023-02-01,2023-02-08,492086.12,USD,2024-12-31,OTP,SG
LE001,SP001,C100744,ZG52KRE4V9,ZG52KRE4V9-47089,FINANCE AGAINST WAREHOUSE RECEIPT,PFAC,2024-11-05,2024-12-01,44411.02,USD,2024-12-31,OTP,SG
LE001,SP001,C100703,B9IQIUXDQ5,B9IQIUXDQ5-62108,FINANCE AGAINST WAREHOUSE RECEIPT,PSHP,2023-06-27,2023-08-13,192121.86,AUD,2024-12-31,OTP,SG
LE001,SP001,C100005,JDCLI6978V,JDCLI6978V-15965,TRADE PAYABLE MANAGEMENT,PSHP,2024-02-29,2024-03-25,129891.03,HKD,2024-12-31,OTP,SG
