le_id,sub_prof_id,checklist_id,collateral_id,client_id,facility_id,customer_type,checklist_status,security_type,security_sub_type,document_status,custody_status,market_value,haircut_pct,valuation_date,currency,valuation_source,pledge_status,location,owner_name,notes,customer_id,particulars_of_collateral,security_id,document_id,document_description,document_date,document_expiry_date,amount,property_address,property_memorial_type,remarks,mth_end,src,cty
LE001,SP001,800527,500527,C100674,F201012,MAIN_BORROWER,new,ASSET BASED,Receivables,pending_update,RECEIVED,267821,0.4,02-03-2025,HKD,Custody Statement,RELEASED,US,Vertex Finance Pte Ltd,,,,,,,02-03-2025,02-03-2025,,,,,31-12-2024,CMS,SG
LE001,SP001,800528,500528,C100882,F201337,MAIN_BORROWER,deferred,MARKETABLE SECURITIES,Mutual Funds,pending_update,AWAITING,171827,0.11,15-10-2025,INR,Third Party Valuer,PLEDGED,SG,Sunrise Logistics Pte Ltd,,,,,,,15-10-2025,15-10-2025,,,,,31-12-2024,CMS,SG
LE001,SP001,800529,500529,C100292,F200440,MAIN_BORROWER,in_progress,COMMODITY,Oil,submitted_to_custodian,ALLOW_BULK_PERM_UPLIFT,45567,0.39,04-06-2025,EUR,Third Party Valuer,PLEDGED,IN,SPV Trustee,,,,,,,04-06-2025,04-06-2025,,,,,31-12-2024,CMS,SG
LE001,SP001,800530,500530,C100027,F200038,MAIN_BORROWER,deferred,INSURANCE,Insurance Bond,pending_complete,PENDING_ALLOW_PERM_UPLIFT,84035,0.07,16-06-2025,GBP,Third Party Valuer,PLEDGED,SG,Third Party Trustee,,,,,,,16-06-2025,16-06-2025,,,,,31-12-2024,CMS,SG
LE001,SP001,800531,500531,C100770,F201165,MAIN_BORROWER,deferred,PROPERTY,Land,pending_update,PENDING_ALLOW_TEMP_UPLIFT,77344,0.48,06-02-2025,USD,Internal Valuation,PARTIAL,SG,Custodian Bank,,,,,,,06-02-2025,06-02-2025,,,,,31-12-2024,CMS,SG
LE001,SP001,800532,500532,C100417,F200633,MAIN_BORROWER,certification_allowed,ASSET BASED,Receivables,completed,PENDING_ALLOW_TEMP_UPLIFT,92026,0.29,18-03-2024,HKD,Custody Statement,NOT_PLEDGED,UK,Custodian Bank,,,,,,,18-03-2024,18-03-2024,,,,,31-12-2024,CMS,SG
LE001,SP001,800533,500533,C100085,F200125,MAIN_BORROWER,new,COMMODITY,Oil,pending_update,PENDING_ALLOW_TEMP_UPLIFT,685269,0.28,20-05-2025,SGD,Custody Statement,PARTIAL,SG,Apex Solutions Pte Ltd,,,,,,,20-05-2025,20-05-2025,,,,,31-12-2024,CMS,SG
LE001,SP001,800534,500534,C100984,F201504,MAIN_BORROWER,new,COMMODITY,Gold,pending_complete,PENDING_ALLOW_PERM_UPLIFT,476853,0.05,03-07-2024,EUR,Market Price,RELEASED,AE,Third Party Trustee,,,,,,,03-07-2024,03-07-2024,,,,,31-12-2024,CMS,SG
LE001,SP001,800535,500535,C100046,F200067,MAIN_BORROWER,certification_allowed,SCB STRUCTURED DEPOSITS/NOTES,Structured Deposit Note A,completed,PENDING_ALLOW_TEMP_UPLIFT,251203,0.16,30-09-2024,HKD,Market Price,RELEASED,US,Third Party Trustee,,,,,,,30-09-2024,30-09-2024,,,,,31-12-2024,CMS,SG
LE001,SP001,800536,500536,C100905,F201371,MAIN_BORROWER,deferred,INSURANCE,Insurance Bond,completed,PENDING_ALLOW_BULK_PERM_UPLIFT,180092,0.15,31-12-2023,EUR,Internal Valuation,RELEASED,SG,Third Party Trustee,,,,,,,31-12-2023,31-12-2023,,,,,31-12-2024,CMS,SG
LE001,SP001,800537,500537,C100623,F200940,MAIN_BORROWER,obsolete,ASSET BASED,Inventory,submitted_to_custodian,PENDING_ALLOW_BULK_PERM_UPLIFT,84520,0.34,11-09-2024,INR,Internal Valuation,PARTIAL,IN,Merlion Holdings Pte Ltd,,,,,,,11-09-2024,11-09-2024,,,,,31-12-2024,CMS,SG
LE001,SP001,800538,500538,C100551,F200831,MAIN_BORROWER,deferred,PROPERTY,Residential,pending_update,ALLOW_BULK_PERM_UPLIFT,281082,0.19,19-10-2024,INR,Market Price,PLEDGED,SG,Custodian Bank,,,,,,,19-10-2024,19-10-2024,,,,,31-12-2024,CMS,SG
LE001,SP001,800539,500539,C100958,F201463,MAIN_BORROWER,obsolete,PROPERTY,Residential,submitted_to_custodian,ALLOW_RELODGE,184471,0.13,19-10-2025,EUR,Third Party Valuer,NOT_PLEDGED,SG,SPV Trustee,,,,,,,19-10-2025,19-10-2025,,,,,31-12-2024,CMS,SG
LE001,SP001,800540,500540,C100239,F200357,MAIN_BORROWER,new,MARKETABLE SECURITIES,Equity Shares,completed,ALLOW_PERM_UPLIFT,243923,0.15,19-11-2023,HKD,Internal Valuation,NOT_PLEDGED,AE,Custodian Bank,,,,,,,19-11-2023,19-11-2023,,,,,31-12-2024,CMS,SG
LE001,SP001,800541,500541,C100890,F201350,MAIN_BORROWER,obsolete,SCB STRUCTURED DEPOSITS/NOTES,Structured Deposit Note B,received,ALLOW_BULK_PERM_UPLIFT,493571,0.1,24-04-2025,HKD,Internal Valuation,PLEDGED,IN,Third Party Trustee,,,,,,,24-04-2025,24-04-2025,,,,,31-12-2024,CMS,SG
LE001,SP001,800542,500542,C100130,F200196,MAIN_BORROWER,obsolete,GUARANTEES,Corporate Guarantee,submitted_to_custodian,PENDING_ALLOW_TEMP_UPLIFT,13747,0.11,15-12-2023,USD,Internal Valuation,RELEASED,AE,Custodian Bank,,,,,,,15-12-2023,15-12-2023,,,,,31-12-2024,CMS,SG
LE001,SP001,800543,500543,C100960,F201467,MAIN_BORROWER,certification_allowed,ASSET BASED,Receivables,submitted_to_custodian,PENDING_ALLOW_TEMP_UPLIFT,147805,0.23,18-09-2024,EUR,Internal Valuation,PARTIAL,US,SPV Trustee,,,,,,,18-09-2024,18-09-2024,,,,,31-12-2024,CMS,SG
LE001,SP001,800544,500544,C100905,F201371,MAIN_BORROWER,deferred,ASSET BASED,Receivables,awaiting,PENDING_ALLOW_PERM_UPLIFT,124596,0.46,12-05-2024,GBP,Internal Valuation,NOT_PLEDGED,UK,Nova Retail Pte Ltd,,,,,,,12-05-2024,12-05-2024,,,,,31-12-2024,CMS,SG
LE001,SP001,800545,500545,C100755,F201141,MAIN_BORROWER,deferred,OTHERS,Intellectual Property,pending_complete,RECEIVED,206179,0.46,21-04-2025,SGD,Custody Statement,PLEDGED,SG,Custodian Bank,,,,,,,21-04-2025,21-04-2025,,,,,31-12-2024,CMS,SG
LE001,SP001,800546,500546,C100827,F201251,MAIN_BORROWER,deferred,MARKETABLE SECURITIES,Corporate Bonds,awaiting,ALLOW_RELODGE,192150,0.14,12-07-2024,SGD,Internal Valuation,NOT_PLEDGED,SG,Custodian Bank,,,,,,,12-07-2024,12-07-2024,,,,,31-12-2024,CMS,SG
LE001,SP001,800547,500547,C100640,F200962,MAIN_BORROWER,deferred,CASH,Cash Collateral,submitted_to_custodian,RECEIVED,127376,0.49,05-10-2025,GBP,Internal Valuation,NOT_PLEDGED,SG,Custodian Bank,,,,,,,05-10-2025,05-10-2025,,,,,31-12-2024,CMS,SG
LE001,SP001,800548,500548,C100308,F200464,MAIN_BORROWER,deferred,CASH,Cash Collateral,pending_update,PENDING_ALLOW_PERM_UPLIFT,327359,0.35,15-04-2024,USD,Third Party Valuer,PLEDGED,IN,Custodian Bank,,,,,,,15-04-2024,15-04-2024,,,,,31-12-2024,CMS,SG
LE001,SP001,800549,500549,C100885,F201343,MAIN_BORROWER,new,PROPERTY,Land,awaiting,ALLOW_RELODGE,95490,0.24,27-08-2024,INR,Third Party Valuer,PLEDGED,US,SPV Trustee,,,,,,,27-08-2024,27-08-2024,,,,,31-12-2024,CMS,SG
LE001,SP001,800550,500550,C100110,F200164,MAIN_BORROWER,new,ASSET BASED,Plant & Machinery,completed,PENDING_ALLOW_TEMP_UPLIFT,447426,0.36,11-03-2024,SGD,Custody Statement,RELEASED,UK,Custodian Bank,,,,,,,11-03-2024,11-03-2024,,,,,31-12-2024,CMS,SG
LE001,SP001,800551,500551,C100742,F201120,MAIN_BORROWER,completed,COMMODITY,Gold,pending_complete,PENDING_ALLOW_PERM_UPLIFT,59692,0.09,24-09-2025,USD,Third Party Valuer,RELEASED,UK,Third Party Trustee,,,,,,,24-09-2025,24-09-2025,,,,,31-12-2024,CMS,SG
LE001,SP001,800552,500552,C100480,F200727,MAIN_BORROWER,new,MARKETABLE SECURITIES,Corporate Bonds,submitted_to_custodian,ALLOW_BULK_PERM_UPLIFT,149593,0.2,31-10-2025,INR,Custody Statement,PLEDGED,HK,Sunrise Logistics Pte Ltd,,,,,,,31-10-2025,31-10-2025,,,,,31-12-2024,CMS,SG
LE001,SP001,800553,500553,C100352,F200537,MAIN_BORROWER,obsolete,GUARANTEES,Bank Guarantee,pending_update,PENDING_ALLOW_BULK_PERM_UPLIFT,363904,0.4,24-11-2024,SGD,Market Price,RELEASED,IN,SPV Trustee,,,,,,,24-11-2024,24-11-2024,,,,,31-12-2024,CMS,SG
LE001,SP001,800554,500554,C100428,F200649,MAIN_BORROWER,completed,COMMODITY,Gold,awaiting,ALLOW_TEMP_UPLIFT,338614,0.24,26-09-2025,GBP,Third Party Valuer,NOT_PLEDGED,US,Third Party Trustee,,,,,,,26-09-2025,26-09-2025,,,,,31-12-2024,CMS,SG
LE001,SP001,800555,500555,C100492,F200745,MAIN_BORROWER,certification_allowed,OTHERS,Intellectual Property,awaiting,ALLOW_RELODGE,111095,0.21,02-11-2025,EUR,Third Party Valuer,PLEDGED,IN,Cedar Technologies Pte Ltd,,,,,,,02-11-2025,02-11-2025,,,,,31-12-2024,CMS,SG
LE001,SP001,800556,500556,C100297,F200447,MAIN_BORROWER,completed,GUARANTEES,Corporate Guarantee,pending_complete,ALLOW_BULK_PERM_UPLIFT,98785,0.04,09-10-2025,SGD,Market Price,NOT_PLEDGED,UK,Third Party Trustee,,,,,,,09-10-2025,09-10-2025,,,,,31-12-2024,CMS,SG
LE001,SP001,800557,500557,C100867,F201317,MAIN_BORROWER,certification_allowed,COMMODITY,Gold,submitted_to_custodian,ALLOW_BULK_PERM_UPLIFT,375584,0.03,13-02-2025,USD,Market Price,PARTIAL,AE,Nova Retail Pte Ltd,,,,,,,13-02-2025,13-02-2025,,,,,31-12-2024,CMS,SG
LE001,SP001,800558,500558,C100958,F201463,MAIN_BORROWER,completed,INSURANCE,Insurance Bond,received,PENDING_ALLOW_PERM_UPLIFT,126113,0.14,23-10-2024,HKD,Third Party Valuer,PLEDGED,SG,Third Party Trustee,,,,,,,23-10-2024,23-10-2024,,,,,31-12-2024,CMS,SG
LE001,SP001,800559,500559,C100813,F201228,MAIN_BORROWER,in_progress,GUARANTEES,Corporate Guarantee,submitted_to_custodian,ALLOW_TEMP_UPLIFT,182111,0.35,18-12-2024,INR,Market Price,PLEDGED,IN,Third Party Trustee,,,,,,,18-12-2024,18-12-2024,,,,,31-12-2024,CMS,SG
LE001,SP001,800560,500560,C100808,F201223,MAIN_BORROWER,new,MARKETABLE SECURITIES,Government Bonds,received,PENDING_ALLOW_BULK_PERM_UPLIFT,82031,0.05,26-01-2025,SGD,Custody Statement,NOT_PLEDGED,AE,Nova Retail Pte Ltd,,,,,,,26-01-2025,26-01-2025,,,,,31-12-2024,CMS,SG
LE001,SP001,800561,500561,C100809,F201224,MAIN_BORROWER,deferred,COMMODITY,Agricultural Produce,pending_update,PENDING_ALLOW_TEMP_UPLIFT,114037,0.21,18-01-2024,INR,Market Price,PARTIAL,HK,SPV Trustee,,,,,,,18-01-2024,18-01-2024,,,,,31-12-2024,CMS,SG
LE001,SP001,800562,500562,C100538,F200810,MAIN_BORROWER,new,PROPERTY,Land,submitted_to_custodian,ALLOW_PERM_UPLIFT,284176,0.15,24-09-2024,HKD,Custody Statement,NOT_PLEDGED,HK,Third Party Trustee,,,,,,,24-09-2024,24-09-2024,,,,,31-12-2024,CMS,SG
LE001,SP001,800563,500563,C100883,F201338,MAIN_BORROWER,completed,OTHERS,Intellectual Property,pending_complete,AWAITING,67213,0.17,18-10-2024,INR,Market Price,PLEDGED,HK,Lotus Capital Pte Ltd,,,,,,,18-10-2024,18-10-2024,,,,,31-12-2024,CMS,SG
LE001,SP001,800564,500564,C100455,F200693,MAIN_BORROWER,in_progress,GUARANTEES,Bank Guarantee,pending_update,PENDING_ALLOW_BULK_PERM_UPLIFT,90593,0.24,11-02-2024,EUR,Custody Statement,PARTIAL,US,SPV Trustee,,,,,,,11-02-2024,11-02-2024,,,,,31-12-2024,CMS,SG
LE001,SP001,800565,500565,C100324,F200492,MAIN_BORROWER,obsolete,OTHERS,Intellectual Property,awaiting,ALLOW_RELODGE,128899,0.11,14-03-2025,EUR,Market Price,PLEDGED,UK,Orchid Foods Pte Ltd,,,,,,,14-03-2025,14-03-2025,,,,,31-12-2024,CMS,SG
LE001,SP001,800566,500566,C100948,F201443,MAIN_BORROWER,completed,CASH,Cash Collateral,pending_complete,ALLOW_TEMP_UPLIFT,149451,0.05,30-09-2025,INR,Market Price,RELEASED,UK,SPV Trustee,,,,,,,30-09-2025,30-09-2025,,,,,31-12-2024,CMS,SG
LE001,SP001,800567,500567,C100195,F200287,MAIN_BORROWER,deferred,SCB STRUCTURED DEPOSITS/NOTES,Structured Deposit Note B,pending_update,PENDING_ALLOW_PERM_UPLIFT,287890,0.02,06-01-2025,EUR,Custody Statement,PLEDGED,US,Third Party Trustee,,,,,,,06-01-2025,06-01-2025,,,,,31-12-2024,CMS,SG
LE001,SP001,800568,500568,C100233,F200348,MAIN_BORROWER,in_progress,GUARANTEES,Corporate Guarantee,submitted_to_custodian,PENDING_ALLOW_BULK_PERM_UPLIFT,142388,0.13,17-03-2024,INR,Third Party Valuer,RELEASED,SG,SPV Trustee,,,,,,,17-03-2024,17-03-2024,,,,,31-12-2024,CMS,SG
LE001,SP001,800569,500569,C100439,F200665,MAIN_BORROWER,deferred,GUARANTEES,Corporate Guarantee,completed,ALLOW_BULK_PERM_UPLIFT,372461,0.24,16-04-2024,USD,Custody Statement,RELEASED,AE,Zenith Manufacturing Pte Ltd,,,,,,,16-04-2024,16-04-2024,,,,,31-12-2024,CMS,SG
LE001,SP001,800570,500570,C100829,F201254,MAIN_BORROWER,obsolete,MARKETABLE SECURITIES,Government Bonds,received,AWAITING,210219,0.22,07-12-2023,GBP,Internal Valuation,RELEASED,IN,Maple Investments Pte Ltd,,,,,,,07-12-2023,07-12-2023,,,,,31-12-2024,CMS,SG
LE001,SP001,800571,500571,C100944,F201437,MAIN_BORROWER,new,COMMODITY,Oil,pending_update,PENDING_ALLOW_PERM_UPLIFT,120519,0.29,01-03-2024,INR,Custody Statement,NOT_PLEDGED,US,Nova Retail Pte Ltd,,,,,,,01-03-2024,01-03-2024,,,,,31-12-2024,CMS,SG
LE001,SP001,800572,500572,C100192,F200282,MAIN_BORROWER,deferred,CASH,Cash Deposit,awaiting,ALLOW_BULK_PERM_UPLIFT,194514,0.29,03-08-2024,HKD,Internal Valuation,PLEDGED,AE,Third Party Trustee,,,,,,,03-08-2024,03-08-2024,,,,,31-12-2024,CMS,SG
LE001,SP001,800573,500573,C100846,F201281,MAIN_BORROWER,completed,ASSET BASED,Inventory,completed,AWAITING,346752,0.12,09-10-2024,EUR,Market Price,PLEDGED,US,Cedar Technologies Pte Ltd,,,,,,,09-10-2024,09-10-2024,,,,,31-12-2024,CMS,SG
LE001,SP001,800574,500574,C100530,F200797,MAIN_BORROWER,completed,COMMODITY,Oil,awaiting,ALLOW_BULK_PERM_UPLIFT,621750,0.43,14-09-2024,GBP,Custody Statement,PARTIAL,US,Pioneer Energy Pte Ltd,,,,,,,14-09-2024,14-09-2024,,,,,31-12-2024,CMS,SG
LE001,SP001,800575,500575,C100978,F201496,MAIN_BORROWER,in_progress,COMMODITY,Gold,completed,AWAITING,220528,0.17,13-11-2023,HKD,Market Price,NOT_PLEDGED,IN,Custodian Bank,,,,,,,13-11-2023,13-11-2023,,,,,31-12-2024,CMS,SG
LE001,SP001,800576,500576,C100206,F200307,MAIN_BORROWER,completed,COMMODITY,Oil,received,ALLOW_RELODGE,51640,0.05,26-09-2024,INR,Internal Valuation,PARTIAL,US,Custodian Bank,,,,,,,26-09-2024,26-09-2024,,,,,31-12-2024,CMS,SG
LE001,SP001,800577,500577,C100754,F201138,MAIN_BORROWER,in_progress,INSURANCE,Insurance Bond,received,ALLOW_BULK_PERM_UPLIFT,86087,0.19,11-11-2023,EUR,Custody Statement,PARTIAL,HK,Third Party Trustee,,,,,,,11-11-2023,11-11-2023,,,,,31-12-2024,CMS,SG
LE001,SP001,800578,500578,C100468,F200710,MAIN_BORROWER,certification_allowed,COMMODITY,Agricultural Produce,completed,ALLOW_BULK_PERM_UPLIFT,114134,0.29,02-10-2024,HKD,Internal Valuation,RELEASED,AE,SPV Trustee,,,,,,,02-10-2024,02-10-2024,,,,,31-12-2024,CMS,SG
LE001,SP001,800579,500579,C100714,F201077,MAIN_BORROWER,deferred,PROPERTY,Land,awaiting,RECEIVED,62908,0.5,21-04-2024,USD,Third Party Valuer,RELEASED,US,Custodian Bank,,,,,,,21-04-2024,21-04-2024,,,,,31-12-2024,CMS,SG
LE001,SP001,800580,500580,C100258,F200385,MAIN_BORROWER,obsolete,SCB STRUCTURED DEPOSITS/NOTES,Structured Deposit Note A,submitted_to_custodian,PENDING_ALLOW_BULK_PERM_UPLIFT,13562,0.24,26-08-2025,HKD,Third Party Valuer,PARTIAL,UK,Custodian Bank,,,,,,,26-08-2025,26-08-2025,,,,,31-12-2024,CMS,SG
LE001,SP001,800581,500581,C100406,F200618,MAIN_BORROWER,obsolete,ASSET BASED,Receivables,submitted_to_custodian,PENDING_ALLOW_BULK_PERM_UPLIFT,304810,0.08,22-06-2025,EUR,Internal Valuation,PARTIAL,US,Maple Investments Pte Ltd,,,,,,,22-06-2025,22-06-2025,,,,,31-12-2024,CMS,SG
LE001,SP001,800582,500582,C100561,F200848,MAIN_BORROWER,completed,PROPERTY,Commercial,awaiting,RECEIVED,44943,0.25,27-01-2025,SGD,Custody Statement,NOT_PLEDGED,UK,Harbour Shipping Pte Ltd,,,,,,,27-01-2025,27-01-2025,,,,,31-12-2024,CMS,SG
LE001,SP001,800583,500583,C100172,F200255,MAIN_BORROWER,completed,ASSET BASED,Plant & Machinery,completed,ALLOW_PERM_UPLIFT,206829,0.15,14-08-2024,EUR,Internal Valuation,NOT_PLEDGED,US,Maple Investments Pte Ltd,,,,,,,14-08-2024,14-08-2024,,,,,31-12-2024,CMS,SG
LE001,SP001,800584,500584,C100399,F200608,MAIN_BORROWER,completed,PROPERTY,Residential,completed,ALLOW_RELODGE,437109,0.31,20-09-2025,GBP,Internal Valuation,NOT_PLEDGED,HK,Apex Solutions Pte Ltd,,,,,,,20-09-2025,20-09-2025,,,,,31-12-2024,CMS,SG
LE001,SP001,800585,500585,C100431,F200653,MAIN_BORROWER,certification_allowed,ASSET BASED,Receivables,completed,RECEIVED,327956,0.41,13-12-2023,HKD,Internal Valuation,NOT_PLEDGED,AE,Third Party Trustee,,,,,,,13-12-2023,13-12-2023,,,,,31-12-2024,CMS,SG
LE001,SP001,800586,500586,C100425,F200644,MAIN_BORROWER,completed,MARKETABLE SECURITIES,Corporate Bonds,received,PENDING_ALLOW_PERM_UPLIFT,70946,0.29,28-04-2025,INR,Third Party Valuer,PARTIAL,SG,Third Party Trustee,,,,,,,28-04-2025,28-04-2025,,,,,31-12-2024,CMS,SG
LE001,SP001,800587,500587,C100108,F200160,MAIN_BORROWER,certification_allowed,MARKETABLE SECURITIES,Government Bonds,pending_update,ALLOW_TEMP_UPLIFT,134459,0.03,09-01-2024,EUR,Market Price,PARTIAL,HK,Pacific Exports Pte Ltd,,,,,,,09-01-2024,09-01-2024,,,,,31-12-2024,CMS,SG
LE001,SP001,800588,500588,C100665,F200999,MAIN_BORROWER,new,ASSET BASED,Inventory,pending_update,RECEIVED,522839,0.45,14-09-2024,EUR,Market Price,NOT_PLEDGED,UK,Lotus Capital Pte Ltd,,,,,,,14-09-2024,14-09-2024,,,,,31-12-2024,CMS,SG
LE001,SP001,800589,500589,C100646,F200972,MAIN_BORROWER,obsolete,COMMODITY,Oil,pending_update,RECEIVED,139866,0.1,05-12-2023,EUR,Custody Statement,RELEASED,SG,Custodian Bank,,,,,,,05-12-2023,05-12-2023,,,,,31-12-2024,CMS,SG
LE001,SP001,800590,500590,C100523,F200785,MAIN_BORROWER,deferred,SCB STRUCTURED DEPOSITS/NOTES,Structured Deposit Note A,completed,PENDING_ALLOW_PERM_UPLIFT,67504,0.13,16-02-2024,USD,Internal Valuation,NOT_PLEDGED,IN,Lotus Capital Pte Ltd,,,,,,,16-02-2024,16-02-2024,,,,,31-12-2024,CMS,SG
LE001,SP001,800591,500591,C100140,F200211,MAIN_BORROWER,obsolete,PROPERTY,Industrial,awaiting,ALLOW_TEMP_UPLIFT,228083,0.12,20-10-2024,SGD,Third Party Valuer,PARTIAL,AE,SPV Trustee,,,,,,,20-10-2024,20-10-2024,,,,,31-12-2024,CMS,SG
LE001,SP001,800592,500592,C100284,F200428,MAIN_BORROWER,deferred,ASSET BASED,Plant & Machinery,awaiting,ALLOW_TEMP_UPLIFT,192213,0.4,10-09-2024,HKD,Third Party Valuer,RELEASED,UK,Third Party Trustee,,,,,,,10-09-2024,10-09-2024,,,,,31-12-2024,CMS,SG
LE001,SP001,800593,500593,C100552,F200833,MAIN_BORROWER,deferred,GUARANTEES,Bank Guarantee,completed,PENDING_ALLOW_BULK_PERM_UPLIFT,231049,0.31,14-10-2024,INR,Internal Valuation,PLEDGED,SG,Custodian Bank,,,,,,,14-10-2024,14-10-2024,,,,,31-12-2024,CMS,SG
LE001,SP001,800594,500594,C100976,F201492,MAIN_BORROWER,certification_allowed,ASSET BASED,Plant & Machinery,completed,PENDING_ALLOW_TEMP_UPLIFT,121433,0.5,13-04-2025,SGD,Custody Statement,NOT_PLEDGED,HK,SIMANGGANG SAWMILL COMPANY LTD SINGAPORE,,,,,,,13-04-2025,13-04-2025,,,,,31-12-2024,CMS,SG
LE001,SP001,800595,500595,C100742,F201120,MAIN_BORROWER,completed,INSURANCE,Policy Assignment,received,ALLOW_TEMP_UPLIFT,66681,0.37,03-03-2025,GBP,Third Party Valuer,RELEASED,UK,Custodian Bank,,,,,,,03-03-2025,03-03-2025,,,,,31-12-2024,CMS,SG
LE001,SP001,800596,500596,C100278,F200419,MAIN_BORROWER,in_progress,CASH,Cash Deposit,pending_update,PENDING_ALLOW_TEMP_UPLIFT,122596,0.21,21-05-2025,GBP,Internal Valuation,PARTIAL,HK,Custodian Bank,,,,,,,21-05-2025,21-05-2025,,,,,31-12-2024,CMS,SG
LE001,SP001,800597,500597,C100780,F201181,MAIN_BORROWER,new,OTHERS,Intellectual Property,completed,PENDING_ALLOW_TEMP_UPLIFT,869655,0.38,05-01-2025,INR,Custody Statement,NOT_PLEDGED,UK,Custodian Bank,,,,,,,05-01-2025,05-01-2025,,,,,31-12-2024,CMS,SG
LE001,SP001,800598,500598,C100313,F200471,MAIN_BORROWER,deferred,INSURANCE,Insurance Bond,completed,PENDING_ALLOW_BULK_PERM_UPLIFT,93827,0.29,04-07-2024,USD,Internal Valuation,NOT_PLEDGED,HK,Third Party Trustee,,,,,,,04-07-2024,04-07-2024,,,,,31-12-2024,CMS,SG
LE001,SP001,800599,500599,C100013,F200018,MAIN_BORROWER,deferred,PROPERTY,Land,pending_update,PENDING_ALLOW_BULK_PERM_UPLIFT,305288,0.46,30-09-2024,HKD,Custody Statement,RELEASED,AE,Pacific Exports Pte Ltd,,,,,,,30-09-2024,30-09-2024,,,,,31-12-2024,CMS,SG
LE001,SP001,800600,500600,C100906,F201372,MAIN_BORROWER,in_progress,CASH,Cash Deposit,pending_complete,ALLOW_RELODGE,170241,0.47,26-05-2025,SGD,Internal Valuation,PARTIAL,AE,SPV Trustee,,,,,,,26-05-2025,26-05-2025,,,,,31-12-2024,CMS,SG
LE001,SP001,800601,500601,C100666,F201001,MAIN_BORROWER,obsolete,OTHERS,Intellectual Property,submitted_to_custodian,ALLOW_PERM_UPLIFT,359060,0.14,04-10-2025,EUR,Third Party Valuer,NOT_PLEDGED,UK,Custodian Bank,,,,,,,04-10-2025,04-10-2025,,,,,31-12-2024,CMS,SG
LE001,SP001,800602,500602,C100260,F200389,MAIN_BORROWER,obsolete,COMMODITY,Gold,pending_update,PENDING_ALLOW_PERM_UPLIFT,160609,0.08,06-08-2025,HKD,Custody Statement,PLEDGED,IN,Third Party Trustee,,,,,,,06-08-2025,06-08-2025,,,,,31-12-2024,CMS,SG
LE001,SP001,800603,500603,C100169,F200250,MAIN_BORROWER,in_progress,INSURANCE,Insurance Bond,received,AWAITING,1341436,0.26,12-05-2024,HKD,Internal Valuation,PARTIAL,AE,Pioneer Energy Pte Ltd,,,,,,,12-05-2024,12-05-2024,,,,,31-12-2024,CMS,SG
LE001,SP001,800604,500604,C100651,F200977,MAIN_BORROWER,deferred,COMMODITY,Oil,awaiting,ALLOW_BULK_PERM_UPLIFT,1440855,0.38,27-09-2024,HKD,Internal Valuation,PARTIAL,SG,Evergreen Commodities Pte Ltd,,,,,,,27-09-2024,27-09-2024,,,,,31-12-2024,CMS,SG
LE001,SP001,800605,500605,C100792,F201200,MAIN_BORROWER,completed,SCB STRUCTURED DEPOSITS/NOTES,Structured Deposit Note B,pending_complete,ALLOW_BULK_PERM_UPLIFT,75928,0.33,24-08-2024,SGD,Third Party Valuer,NOT_PLEDGED,HK,Custodian Bank,,,,,,,24-08-2024,24-08-2024,,,,,31-12-2024,CMS,SG
LE001,SP001,800606,500606,C100514,F200771,MAIN_BORROWER,completed,PROPERTY,Commercial,completed,AWAITING,95343,0.11,09-09-2025,HKD,Third Party Valuer,PARTIAL,US,Apex Solutions Pte Ltd,,,,,,,09-09-2025,09-09-2025,,,,,31-12-2024,CMS,SG
LE001,SP001,800607,500607,C100081,F200120,MAIN_BORROWER,certification_allowed,CASH,Cash Deposit,received,ALLOW_TEMP_UPLIFT,43948,0.08,04-09-2025,EUR,Internal Valuation,PARTIAL,US,Lotus Capital Pte Ltd,,,,,,,04-09-2025,04-09-2025,,,,,31-12-2024,CMS,SG
LE001,SP001,800608,500608,C100062,F200092,MAIN_BORROWER,completed,ASSET BASED,Plant & Machinery,received,ALLOW_PERM_UPLIFT,54361,0.3,27-09-2025,USD,Custody Statement,PARTIAL,IN,SPV Trustee,,,,,,,27-09-2025,27-09-2025,,,,,31-12-2024,CMS,SG
LE001,SP001,800609,500609,C100484,F200733,MAIN_BORROWER,completed,OTHERS,Contracts,pending_complete,PENDING_ALLOW_PERM_UPLIFT,158706,0.2,22-11-2024,EUR,Market Price,PARTIAL,IN,Vertex Finance Pte Ltd,,,,,,,22-11-2024,22-11-2024,,,,,31-12-2024,CMS,SG
LE001,SP001,800610,500610,C100894,F201355,MAIN_BORROWER,obsolete,CASH,Cash Collateral,completed,ALLOW_PERM_UPLIFT,31196,0.24,24-11-2023,GBP,Third Party Valuer,PLEDGED,IN,SPV Trustee,,,,,,,24-11-2023,24-11-2023,,,,,31-12-2024,CMS,SG
LE001,SP001,800611,500611,C100377,F200577,MAIN_BORROWER,deferred,PROPERTY,Land,awaiting,ALLOW_RELODGE,79809,0.34,05-11-2025,HKD,Custody Statement,PLEDGED,AE,SPV Trustee,,,,,,,05-11-2025,05-11-2025,,,,,31-12-2024,CMS,SG
LE001,SP001,800612,500612,C100239,F200357,MAIN_BORROWER,obsolete,OTHERS,Intellectual Property,awaiting,PENDING_ALLOW_PERM_UPLIFT,140810,0.19,09-07-2024,HKD,Third Party Valuer,RELEASED,IN,Third Party Trustee,,,,,,,09-07-2024,09-07-2024,,,,,31-12-2024,CMS,SG
